Mean,Kurtosis,Hjorth_Mobility,Hjorth_Complexity,Wavelet_Feature_1,Wavelet_Feature_2,Wavelet_Feature_3,Wavelet_Feature_4,Wavelet_Feature_5,Wavelet_Feature_6,Wavelet_Feature_7,Wavelet_Feature_8,Wavelet_Feature_9,Wavelet_Feature_10,Wavelet_Feature_11,Wavelet_Feature_12,Wavelet_Feature_13,Wavelet_Feature_14,Wavelet_Feature_15,Wavelet_Feature_16,Wavelet_Feature_17,Wavelet_Feature_18,Wavelet_Feature_19,Wavelet_Feature_20,Wavelet_Feature_21,Wavelet_Feature_22,Wavelet_Feature_23,Wavelet_Feature_24,Wavelet_Feature_25,Wavelet_Feature_26,Wavelet_Feature_27,Wavelet_Feature_28,Wavelet_Feature_29,Wavelet_Feature_30,Wavelet_Feature_31,Wavelet_Feature_32,Wavelet_Feature_33,Wavelet_Feature_34,Wavelet_Feature_35,Wavelet_Feature_36,Wavelet_Feature_37,Wavelet_Feature_38,Wavelet_Feature_39,Wavelet_Feature_40,Wavelet_Feature_41,Wavelet_Feature_42,Wavelet_Feature_43,Wavelet_Feature_44,Wavelet_Feature_45,Wavelet_Feature_46,Wavelet_Feature_47,Wavelet_Feature_48,Wavelet_Feature_49,Wavelet_Feature_50,Wavelet_Feature_51,Wavelet_Feature_52,Wavelet_Feature_53,Wavelet_Feature_54,Wavelet_Feature_55,Wavelet_Feature_56,Status
4.95E-17,5.375833352,0.062178907,11.06596784,0.000526721,5.604054518,46.2850506,369704.6903,43478.572,0.981919731,0.677035141,10639.51973,1.517320527,0.672944452,5.495181345,0.000599265,0.39306755,5.77349713,1818.802931,3369.670394,0.004830662,0.052471486,655.9164809,1.373188073,0.251993898,11.61122716,0.878944959,-0.003133783,0.301038142,1.810600592,2133.247364,5312.329349,0.005665813,0.082721982,-96.0622148,1.333790562,-0.116385436,2.621643072,0.191227223,-0.000549024,0.2061074,4.164475305,1999.475076,6068.822719,0.00531052,0.094501867,-375.4066783,1.598508235,-0.00358815,24.28549685,5.707912927,-2.55E-06,0.093875512,4.64543483,829.5311513,4802.140156,0.002203199,0.07477747,-36875.70251,1.840117467,epilepsy
2.36E-17,5.217781145,0.121741391,4.98100886,-0.000384052,5.31519513,50.49061182,293276.7393,38411.4092,0.883353589,0.457382506,-13839.79614,1.436475303,0.523273167,6.455299814,0.018868742,1.115589497,9.594447334,12923.26492,8796.068271,0.038925052,0.104738874,59.12368289,1.316603534,0.046327283,1.909889647,0.020353851,-0.000344926,0.894441621,4.176742321,16605.33823,14280.68456,0.050015508,0.17004675,-2593.137585,1.300009828,0.069587567,0.649385314,54.70367435,-0.000980692,0.414916554,13.92893035,7145.536347,12210.91767,0.021522454,0.145401073,-423.0854185,1.410338433,1.032440378,36.88613253,0.351717304,-1.10E-05,0.154812369,2.299295678,1989.370009,8275.365968,0.00599201,0.09853863,-14063.28693,1.552825663,epilepsy
3.96E-17,104.3443768,0.053404483,14.39449548,0.000218959,5.633206962,113.3448998,296196.0155,19730.29596,0.992274173,0.677730204,25727.20058,2.664955147,6.485527678,105.5399998,-0.000992018,0.199259638,2.426710709,370.6100847,1150.699719,0.001241566,0.039526217,-200.8628407,1.616311734,-0.21816086,19.92100105,0.22072089,-0.000330254,0.148151744,1.743779177,409.6131405,1851.184859,0.001372228,0.063587687,-448.5990761,1.493534174,-0.145606773,14.49869688,3.003802275,-0.001753939,0.152386592,2.510391521,866.7012145,2886.49847,0.0029035,0.099150423,-86.88247748,1.970125019,-0.469755022,46.47612684,0.188292852,-6.36E-06,0.092384681,1.696861706,636.9617745,2786.829064,0.00213386,0.095726807,-14525.03754,2.474019245,epilepsy
-2.95E-18,143.7790112,0.035510971,20.29107349,5.02E-06,5.639801179,145.0621615,306591.1174,16877.98777,0.99461833,0.646423497,1123530.111,3.220884166,6.263346185,144.4772007,-0.002130746,0.220369991,4.836321453,468.1418726,1527.496548,0.001518708,0.058502807,-103.4238768,1.390606314,-0.239610266,66.045111,0.002355849,0.001918163,0.160501521,1.022114947,496.5318532,2392.997314,0.001610809,0.09165131,83.6745932,1.292598737,-0.114864775,1.69298302,1.110826162,-0.000313014,0.108145456,1.546256813,450.7109369,2753.272881,0.00146216,0.105449791,-345.4973536,1.513689936,0.069298833,22.24807675,6.12804561,-3.52E-06,0.055173379,1.02830888,234.5997945,2058.121621,0.00076107,0.078825639,-15696.21452,2.065984241,epilepsy
2.27E-18,27.01739893,0.08757743,7.173731912,-0.002843526,5.531945363,87.12474111,287571.012,27744.58436,0.956547324,0.507616408,-1945.452942,1.873651805,1.784354682,28.3238359,-0.005142128,0.658498524,11.54614288,4074.978491,3637.081904,0.013554599,0.066544246,-128.0595379,1.70133937,-0.338224657,72.66706824,0.552986178,-0.002445707,0.467401959,5.614841975,4104.406647,6566.884997,0.013652486,0.120148081,-191.1111758,1.337175937,0.042672081,7.585036156,2.102511752,-0.0002976,0.318134986,5.682685151,3802.255706,9031.460814,0.012647441,0.165240093,-1069.001048,1.323340201,0.370845103,12.154091,8.218094707,-2.63E-06,0.118357213,2.746514975,1052.453331,6324.411413,0.003500775,0.115711771,-45009.61518,1.406008687,epilepsy
-3.99E-18,29.56986,0.077640324,8.388949955,0.004741663,5.556786937,76.48436901,295470.659,27849.61517,0.964371311,0.509232946,1171.906763,1.909286497,2.396732041,31.28188251,-0.015941101,0.566712478,4.062223757,3075.640717,4130.537767,0.010038424,0.075527288,-35.55039769,1.312873045,0.018157698,2.689375844,0.297448904,0.000913087,0.465165371,2.204176562,4139.559196,7044.627827,0.013510892,0.128811711,509.4427097,1.263243272,0.008795389,0.258561943,17.45847426,0.000593681,0.269074667,2.72661682,2769.792891,7950.253949,0.009040183,0.145371174,453.2306759,1.294766246,0.059864097,2.378528925,1.538007698,-8.83E-06,0.108551141,1.746026669,901.4852152,6149.227434,0.002942311,0.112439227,-12298.69783,1.350528198,epilepsy
-1.03E-17,612.8564274,0.047397551,11.59909013,0.089055667,6.754215239,170.9777988,440167.0879,12226.55631,0.984274432,0.68972355,75.84262142,5.329212309,18.75637223,470.9948412,-0.003165024,0.650512984,31.79696988,4082.390063,921.2001595,0.009128788,0.051966672,-205.5317713,6.812307504,-13.43976904,2309.009999,28.13743835,0.002279284,0.303796252,32.29957175,1780.139142,1200.013253,0.003980637,0.067695055,133.285816,4.882711336,66.92986763,7169.79904,1.388604371,5.60E-05,0.148884339,10.57818007,854.9194812,1733.154902,0.001911718,0.0977706,2659.161195,3.313132124,-4.411398481,3600.16308,40.70934589,-1.03E-06,0.063204986,6.281391503,308.1243398,1339.030784,0.000689009,0.075537301,-61446.89516,3.640693405,epilepsy
1.01E-17,816.4713903,0.010409191,15.66564582,0.023876788,6.022081236,203.2987733,1471276.673,59119.1974,0.997919559,0.865061585,252.2148781,4.13249544,25.12732837,748.6014587,7.11E-05,0.242005682,30.51297997,2375.994695,4866.745341,0.001611561,0.071212645,3401.773489,2.01734996,49.63462343,6244.175282,335.6261081,8.65E-06,0.090042655,2.592743097,657.7841632,3435.108302,0.000446154,0.050264218,10411.08864,2.126643461,0.326729938,124.3456213,8.225608301,-3.25E-07,0.01431393,1.656169541,33.24440312,812.1393624,2.25E-05,0.011883628,-44100.74027,2.859756741,-12.55996396,4806.224034,26.64643654,2.95E-08,0.000895859,0.133930543,0.260435936,98.36034097,1.77E-07,0.001439258,30318.12732,2.955569152,epilepsy
-8.10E-17,69.14255037,0.081810599,9.204772127,0.003271158,5.604868331,77.94392392,378419.7862,22465.66711,0.981508478,0.555978493,1713.420365,3.005307769,-0.504562616,70.38822822,0.000422616,0.309056927,2.785030097,1150.590107,2643.809723,0.002984289,0.065428787,731.2944142,1.408157218,0.176655253,4.505751807,7.740254919,-0.000551402,0.211809548,2.128446681,1080.584401,3482.833812,0.002802715,0.086192886,-384.1294174,1.464797076,0.203949208,8.221194094,0.766440171,0.001409369,0.253252698,6.049392185,3089.314993,5656.4789,0.008012765,0.139986077,179.6922694,2.156495173,0.950677585,68.95036529,0.391240027,2.49E-06,0.134713838,3.455884498,1748.088584,4939.717893,0.004534022,0.122247735,54173.79237,2.626933507,epilepsy
5.12E-17,105.6778491,0.043459806,17.21861885,0.003220174,5.640711886,46.05846698,344585.0515,14070.80536,0.994249451,0.592045599,1751.679159,4.341536122,-6.94517634,106.0590611,0.000516447,0.189354003,1.76843445,388.3118723,1505.403703,0.001120417,0.063341622,366.6478449,1.362228517,0.138474973,3.881670215,6.235251859,0.000248587,0.136092431,1.61467845,401.0583154,2116.235471,0.001157195,0.089043084,547.4632949,1.392541398,0.170508726,5.962381592,2.077525625,0.000680613,0.132415275,2.716331934,759.2688838,3018.792348,0.002190759,0.12701922,194.5530319,1.899384115,0.192432384,73.42733804,0.365240461,-7.80E-07,0.070376376,1.958034405,428.9005924,2461.295219,0.00123753,0.103561876,-90223.01181,2.476087789,epilepsy
3.92E-17,4.98026091,0.037902299,7.339902939,0.002594318,5.568937649,54.12213294,621439.9622,83770.26402,0.968737149,0.735239294,2146.590329,1.332100047,0.505102064,4.784595929,-0.003191616,0.787093282,11.99961243,12414.06241,11812.08366,0.01935177,0.103672922,-246.6127829,1.335223796,0.165932277,4.063650346,0.812854034,-0.000884285,0.408958365,6.994739195,6701.6164,11264.84101,0.010446874,0.098869854,-462.4733112,1.454699776,-9.464669503,673.6914824,3.60926027,4.66E-06,0.106522674,4.895375034,909.2869215,5797.71996,0.00141745,0.050885736,22861.20487,1.472318091,0.503815656,138.8366266,189.7795775,-2.09E-07,0.013632199,1.458803702,29.78239776,1158.977949,4.64E-05,0.010172179,-65286.23676,1.885031364,epilepsy
8.60E-17,30.89646429,0.039713812,6.259860956,0.001861646,5.543372636,48.76987625,590672.5236,60814.81551,0.960193011,0.645081012,2977.673555,1.752117603,-1.778962961,33.32843721,0.001492732,0.942883883,5.501077642,17088.97781,13832.99153,0.02777972,0.146730696,631.6498695,1.310209289,0.034337723,1.138352715,1.247139941,0.00035776,0.408487049,2.639089074,6413.833753,12043.16523,0.010426282,0.12774547,1141.78951,1.303762332,0.006491481,1.31532295,4.172434796,5.36E-06,0.111913858,2.316677386,962.7745773,6187.893868,0.001565079,0.065636849,20878.79243,1.390265964,0.090883736,25.06433651,66.74423408,4.68E-07,0.011945703,0.368203256,21.937672,1252.321566,3.57E-05,0.013283751,25539.94089,1.466435483,epilepsy
-1.90E-17,55.26317502,0.055856535,4.861397542,-0.001176678,5.445077659,82.42544415,588411.5157,53244.424,0.926646076,0.525108254,-4627.498939,2.029564847,5.016457828,63.28673261,0.007894669,1.216439121,5.884070371,29367.84212,18696.96946,0.046249257,0.184393637,154.0836184,1.291195926,0.006943375,0.694896148,0.149047206,-0.000629123,0.612310053,6.604778323,14879.23372,18304.58212,0.023432212,0.180523827,-973.275391,1.327543923,0.079551642,3.251000193,12.54868632,-1.67E-06,0.169168908,3.241777265,2271.305663,9054.973929,0.003576912,0.08930215,-101360.9843,1.482749663,0.118293508,23.48938745,376.951886,-2.84E-07,0.019479132,0.452906155,60.22607302,1876.310189,9.48E-05,0.018504585,-68598.07813,1.647822028,epilepsy
-1.50E-16,21.53777662,0.068224435,4.6397234,-5.59E-05,5.411551844,59.88647136,595244.7425,63823.95993,0.915414032,0.532642114,-96751.73441,1.723415515,2.688598433,25.11088588,1.34E-05,1.207499346,5.995606351,29636.41922,19194.73795,0.045577209,0.160189462,90079.63252,1.278664589,-0.009302232,0.477129943,4.172561688,-0.002908659,0.706016585,5.523708369,20260.72539,20947.19402,0.031158532,0.174814564,-242.729198,1.369956763,-0.083144501,4.625578777,0.004608583,-5.20E-05,0.246626469,3.031226535,4944.189902,12529.42971,0.007603563,0.10456421,-4745.795118,1.600015295,0.154742518,15.89825006,55.97088602,2.88E-07,0.03129104,0.481741697,159.1721342,2969.655968,0.000244787,0.024783229,108510.8529,1.712935083,epilepsy
-2.16E-16,39.96467398,0.051684693,5.876140024,-0.000165114,5.508709493,89.83465961,711975.0436,71309.53016,0.948518104,0.595671391,-33363.14041,1.812455387,2.937340566,43.45461958,-0.002532827,0.971252061,10.28185423,22132.57226,17628.19588,0.029485788,0.147253978,-383.465687,1.292674305,0.12165871,1.525350498,0.065189478,0.000222604,0.532418489,9.213359434,13299.82187,17753.87885,0.017718489,0.148303848,2391.777597,1.407017075,0.167231687,11.97581689,11.37818811,-6.07E-06,0.182270677,5.910310453,3117.276547,10358.09732,0.004152945,0.086524511,-30044.73331,1.651119616,0.407957617,57.15405028,36.69305576,3.84E-07,0.022247635,0.68188312,92.88021572,2377.331886,0.000123738,0.019858616,57962.83392,1.756101235,epilepsy
6.31E-17,62.34636375,0.116519483,6.160641225,0.001761362,5.469947917,45.60588422,350606.4659,28935.43903,0.93518692,0.487297909,3105.520834,2.215167692,-4.161986922,66.70995837,0.006982383,0.886852318,5.970003902,9216.860729,7602.485469,0.024584508,0.128032454,127.0128418,1.366939208,0.044618071,2.413678868,0.252258072,0.000534392,0.495978962,15.01337911,5763.672598,8242.208753,0.015373679,0.13880595,928.1175329,1.409911763,1.277565805,39.09934368,13.06602228,0.00267059,0.357513671,6.614499311,5989.026203,8098.765503,0.015974774,0.136390241,133.8706815,2.068333197,-0.293695253,80.98985517,0.200102769,-3.21E-06,0.185405985,7.601221532,3221.007402,5268.801703,0.008591524,0.088731194,-57700.32551,3.297282219,epilepsy
1.56E-18,1088.493963,0.063607448,8.325415957,0.115714072,7.485871677,234.9173713,569653.0664,11614.84174,0.97387729,0.589754777,64.69283793,6.550146405,25.94654837,706.910386,-0.006789964,0.965169288,28.05415092,9467.82903,1654.867706,0.016186174,0.084027502,-142.1464541,5.927371375,-37.31724809,2708.397353,17.04192743,0.001415158,0.35779308,35.46624443,2601.195525,1913.240722,0.004446997,0.097146641,252.8291269,3.799834234,51.82069167,5425.216522,4.79802638,-0.000440993,0.271958555,30.07911885,3005.135809,2544.435599,0.005137572,0.129196169,-616.6954448,4.342789442,2.53092907,7358.781712,3.209023129,2.52E-06,0.049011905,6.429464156,195.1880657,1618.949407,0.000333693,0.082203716,19474.37073,2.459905365,epilepsy
-2.02E-17,10.7680079,0.112181592,5.394218131,0.001440925,5.449326279,57.19447439,302712.4505,35769.05086,0.928440445,0.477006884,3781.823993,1.553030644,0.253148768,11.98567195,-0.013499127,0.799124066,5.09657189,6511.7386,6110.967523,0.019971962,0.081494295,-59.19820135,1.333057441,0.036299085,2.009056443,0.106742114,0.002730977,0.601235253,4.689992906,7367.553923,8939.754989,0.022596808,0.119218279,220.1539014,1.370705987,0.045134209,3.419115392,4.942966275,0.000581705,0.433361707,3.027126284,7654.087163,13237.87632,0.023475625,0.176536922,744.9853441,1.3342087,-0.075278334,2.466255824,4.694780004,2.12E-06,0.146779444,1.794522084,1755.960433,9014.254821,0.005385655,0.120211789,69161.28882,1.32714892,epilepsy
-4.44E-18,14.71302889,0.065466195,8.03767083,-0.004730475,5.499957422,52.89491295,290395.7186,33619.519,0.944728598,0.552941738,-1162.664952,1.570504065,0.199608055,16.36728122,0.005591601,0.98387351,6.103380226,9293.168149,7317.835943,0.030232959,0.120356776,175.9556054,1.290707494,0.025606607,0.69495723,0.845996537,0.001950884,0.531478977,2.842215924,5421.800359,7901.411507,0.017638448,0.12995487,272.4298068,1.291061409,0.052518799,0.788359415,2.866188131,-0.000732851,0.219945013,1.879956485,1856.732533,6606.548816,0.006040407,0.108658205,-300.1225611,1.277779033,0.003294611,0.741815031,2.662048671,2.66E-06,0.072778673,1.112401422,406.5509125,4330.820883,0.00132261,0.071229206,27365.83009,1.289854091,epilepsy
5.67E-18,6.861845497,0.068128023,8.074522167,-0.007478789,5.514232038,47.05360616,286219.311,35779.66631,0.947961455,0.577610615,-737.3161372,1.450697324,0.912039538,7.31816512,0.003054405,0.976170647,7.892390176,8969.821486,7091.575864,0.029708146,0.114483166,319.5943508,1.295719665,-0.091933346,3.322865513,2.448525591,0.002680215,0.490046699,4.3761967,4519.438372,7194.088089,0.014968429,0.116138077,182.838589,1.281912135,0.095765529,1.042091196,1.139612079,-6.89E-05,0.214112098,2.362732697,1725.155383,6249.584403,0.005713733,0.10089044,-3108.865984,1.289246106,-0.187492207,5.358545988,38.9161977,-1.12E-06,0.08010546,2.445925971,482.9026601,4531.319615,0.001599379,0.073151557,-71808.77905,1.330371041,epilepsy
-2.79E-18,9.542438902,0.060125316,5.781490981,0.000901266,5.536600173,55.30846256,663290.0032,78196.14578,0.958109578,0.631509438,6143.134151,1.532057026,1.755798104,9.918751835,-0.000172144,0.695686961,8.793991487,10472.36742,10401.13711,0.015127132,0.083999233,-4041.317354,1.447271997,0.126293024,10.74704746,5.235549312,-0.000944577,0.550817231,6.319741938,13128.14023,16525.23335,0.018963345,0.133457228,-583.1362326,1.442270802,0.066059729,5.858796682,0.182244075,2.55E-06,0.24570187,3.331035211,5224.006452,14490.09877,0.007545976,0.117021549,96379.52771,1.467316821,0.060266841,6.374553648,370.5218482,1.41E-08,0.031752848,0.385698193,174.4876019,3748.532209,0.000252044,0.03027302,2247297.181,1.465955018,epilepsy
7.51E-17,13.74308083,0.045365337,7.246773336,-0.000356611,5.578641186,67.21633873,651491.988,79782.80997,0.972792992,0.692835798,-15643.48996,1.463764871,1.673213003,14.08817609,0.000879164,0.649712759,5.618838731,8836.815887,10386.24964,0.013194932,0.090194436,739.0118269,1.309528211,0.099537395,2.427207792,0.405625056,-0.001890083,0.403907781,6.321899077,6829.578835,12164.12273,0.010197772,0.105633528,-213.69844,1.390021123,0.080505327,5.372450368,0.465145838,-5.42E-06,0.171624505,2.368923528,2465.911237,9891.686225,0.003682042,0.085899636,-31649.12366,1.452539028,0.053509098,6.845253002,348.5485333,-3.50E-08,0.022911291,0.450536291,87.88804921,2603.466253,0.000131232,0.022608562,-655321.4417,1.473425906,epilepsy
-7.09E-17,7.13131728,0.105251346,4.987153908,0.00082754,5.252337793,42.85651459,276477.4449,35376.28934,0.862518625,0.440032786,6346.931512,1.487972038,0.846832645,9.089473517,-0.005130054,1.542374811,7.379624885,23841.80058,11926.21644,0.07437857,0.148345865,-300.654665,1.296109326,0.032411113,0.768834835,0.161312068,-0.001090651,0.833368126,3.981559863,13915.76909,12982.03588,0.043412619,0.161478819,-764.1018165,1.286254121,0.019588527,0.600446536,4.703664353,0.000381404,0.358774993,6.764929252,5157.538591,11184.81363,0.016089823,0.139123825,940.6682124,1.285260256,0.198881467,4.333387483,2.859564895,1.88E-06,0.118614094,1.542162011,1127.373264,7341.355943,0.003517034,0.091316454,63140.32842,1.294658288,epilepsy
